clean_review,aspect,y
redmi note 7 pro gr8 phone beautiful look good hardware good camera definately value money phone receive early delivery flipkart expect thank -PRON- flipkart,battery,1
till one bad phone mi like bad oneplus feel supperdupper fast one problem everyone discontinue say mi ka hai taunt -PRON- -PRON- leave -PRON- evil go -PRON- anyday,delivery,0
overall phone look evil second instance -PRON- obviate update switch abolish -PRON- little time abstain without update second -PRON- work phone system must update prior incontext new version unavailable -PRON- unacceptable incidental must update clap hand,phone,0
jst impressed dis phone -PRON- totally amazing love -PRON- redmi note 5 pro good phone camera battery feature r good superb phone amazing price,battery,1
super mobile thin unhappy olny 8000 4 gb ram 64 gb inbuilt 5000 mah battery super product redmi thank mi,battery,0
evil phone price range evil performance dual rear camera dependent repulsive phone bad battery life overall phone bad choice value money phone,delivery,0
memory card aceptad app mx player delete option memory card sport app galry vault sport external memory card,battery,1
-PRON- bad mobile price -PRON- back immobile budget great deal contraindicate -PRON- suitable anyone,battery,0
-PRON- hype phone -PRON- unreal package super sleek design bad camera one -PRON- favourite thing mobile battery performance disadvantageously 5 5,battery,0
m0bile 0wsum sell -PRON- -PRON- mom one week -PRON- writing -PRON- meagerly fall short product u need gud camera u sell phone -PRON- gud process snapdragon range dnt hesitate sell product,battery,0
absolutely fantastic price camera bad ill define quite high lighting condition battery life inadequate work day immoderate use unsound quality evil price,battery,0
move away lenovo turn brilliant purchase awesome phone amazingpro processor touch display battery life finger print scanner interface main camera 13 mpcon front camera 5 mp headphone box dedicated tf slot overall great phone go -PRON-,battery,1
evil phone price range must sell camera performance display unsound perfect flagship camera dslr type pic,battery,0
take away phone within two day delivery service awesome mobile super amazing smile face hearteyes seenoevil monkey -PRON- plan order phone bear ripe colour -PRON- mesmerize beat heart two heart -PRON- family -PRON- friend hate colour -PRON- go 4 gb ram also price bonus nerd face stop -PRON- sign horn,battery,0
-PRON- awssom mobile great battery life average camera qualityall bad price segmenti happy,battery,1
high quality camera value money recommend u buy phone good internal storage powerful battery well play game like pe pubg good phone,battery,1
amazing device superb service excellent build quality bad performance camera quality also evil,battery,0
delivery timegood mobile light weight slim body gorgeous lookflipkart service good -PRON- never ever delay deliverythey deliver item expect datethank u flipkart,battery,1
nasty budget phone thing worsen like camera otherwise everything fy9 budget,battery,0
nasty mobile worthless money nice repulsive style safe fast deliverydeliver man evil character,delivery,0
take 1 5 -PRON- exchange policy -PRON- new phone accept exchange major scratch undue front body cover -PRON- disappointing -PRON- next future shopping flipkart,battery,0
think -PRON- good choice good battery backup also great picture camera love mobile great feature affordable price really like performance accord -PRON- price,processor,1
awesome phone affordable price value money 55the 48 mp cam beast relate detailed photographsperformance -PRON- good level sd675new one fam heart suit heart suit,battery,1
use device since one month find everything ok perfect device price worth money jst go -PRON- though battery backup bit less -PRON- brother -PRON- much since -PRON- support fast charge battery high voltage,processor,1
cool phone ever see -PRON- awesome premium design damn good notch display amazing fingerprint work fast performance much well battery also good good phone price segment love -PRON-,battery,1
really -PRON- india camera beast bad phone -PRON- end price spec compete various brand low price tag unmake india include unvoiced silicone case handy slim design great back rear look like iphone x,battery,0
nice mobile -PRON- use one game like free fire pubg good performance -PRON- use many app one game nice feature hurry buy low price nice mobile,battery,1
use redmi 4a 2 month awsm prcesr without -PRON- malfunction smoothly everything evil like camera speaker sensor etc,battery,0
nominal flagship killer mobilegood camera good prosser nice battery backupdisplay quality goodamaze mobile,battery,0
nice mobile redmi thank -PRON- little flipkart delivery time evil communication without locator supplier bad performance bad patience time delivery thank -PRON-,battery,0
-PRON- evil mobile -PRON- budget almost unhappy end product delivery period also great,battery,0
great product xiaomi -PRON- back camera well mia1 design front cam differ bad ekdm bdhiya increase stock please everyone abstain get mobile thank u flipkart,battery,0
pros pure android one nasty camera lead display usb type c gorilla glass side handy infrared port close control good back con full hd display build app call record slow charger box,processor,0
1 year use phone bad phone never never hang camera bad money battery bit drainy overall bad value money would recommend everyone,battery,0
get -PRON- 9k ear end saleit great deal pricethe battery excellent sd 675 work excellent run pubg 60 fps flowless mindblowing48 mp camera excellent selfie camera good value money thank flipkart mi amazing product,battery,1
good choice 13pros nice camera display fingerprint super amole display good batteryhandy free bloatwarescon 720p displayfingerprint fast physical fingerprintand require update android 10 many bug report user,battery,1
evil smartphone range could ill dedicate sd card slot 128 gb storage variant anyhow nasty look performance battery life ok hand extinguish fast delivery nice camera,battery,0
good budget mobile phone evil look awesome display sharpen camera zooming evil loose design,delivery,0
-PRON- awesome value moneycamara -PRON- like dslrbattery backup bad esasly use 1 dayprocesser value money bad product hate flipkart also xaiomi,battery,0
-PRON- phone camera evil play pubg continuously six seven hour phone performance phone bad phone heat impressed unhappy phone want thank flipkart lot also mi,phone,0
-PRON- bad productone day deliverycamera amazing evil battery perfomancenice ips lcd display sd 660 powerless performancesensor evil evil bench mark valueai selfie camera nasty protrait mode pay cash time phone big heatover -PRON- value money phone,battery,0
nice decent device perfect moderate user amazing processor premium build quality good camera well batery life perfect value money thankyou xiaomi lovely device smile face smile eye smile face smile eye smile face smile eye,delivery,1
